"Obs. Date","Obs. value","Series key","Indicator title","Units","Obs. status"
"2023-08","3.48","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","3.47","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","3.53","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","3.26","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","3.38","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","3.38","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","3.67","IRS.M.SI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","3.25","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","3.58","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","3.66","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","3.59","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","3.69","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","3.80","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","3.91","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","3.86","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","3.31","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","3.40","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","3.62","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","4.12","IRS.M.SK.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","2.77","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","2.98","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","2.96","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","2.98","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","3.07","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","3.15","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","3.25","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","3.20","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","2.68","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","2.94","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","3.00","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","3.47","IRS.M.FI.L.L40.CI.0000.EUR.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","1.85","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","4.21","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","4.01","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","2.73","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","4.03","IRS.M.BG.L.L40.CI.0000.BGN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","4.47","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","4.67","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","4.65","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","4.50","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","4.15","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","4.26","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","4.49","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","4.42","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","3.97","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","4.61","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","4.35","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","4.72","IRS.M.CZ.L.L40.CI.0000.CZK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","2.43","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","2.55","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","2.60","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","2.54","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","2.70","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","2.77","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","2.83","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","2.79","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","2.28","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","2.55","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","2.57","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","3.05","IRS.M.DK.L.L40.CI.0000.DKK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","7.76","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","8.54","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","8.35","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","7.78","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","7.10","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","7.40","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","7.08","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","7.01","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","6.17","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","8.23","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","7.20","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","7.53","IRS.M.HU.L.L40.CI.0000.HUF.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","6.02","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","6.14","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","6.07","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","5.93","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","5.54","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","5.59","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","5.68","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","5.54","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","5.21","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","6.18","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","5.91","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","5.84","IRS.M.PL.L.L40.CI.0000.PLN.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","6.80","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","7.10","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","7.00","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","6.30","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","6.20","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","6.34","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","7.48","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","6.75","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","6.19","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","7.46","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","6.11","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","6.81","IRS.M.RO.L.L40.CI.0000.RON.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-01","2.08","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-03","2.35","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-04","2.37","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-05","2.32","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-07","2.52","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-08","2.75","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-09","2.87","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-11","2.75","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-12","2.21","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-02","2.37","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-06","2.46","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
"2023-10","3.02","IRS.M.SE.L.L40.CI.0000.SEK.N.Z","Harmonised long-term interest rates for convergence assessment purposes","","A"
